product_id,product_name,category,subcategory,brand,price,cost_price,discount_range,rating_average,rating_count,stock_quantity,product_launch_date,product_type,return_rate_baseline
PROD10348,Dixit Everyday Travel Bag,Bags,Travel Bags,Dixit,3310.0,2146.94,15-30%,3.9,123,2322,2024-08-10,Standard,0.0849
PROD10349,Gupta-Chandra Everyday Fans & Cooler,Appliances,Fans & Coolers,Gupta-Chandra,16110.0,13140.19,15-30%,3.7,150,1508,2025-03-13,Standard,0.089
PROD10350,"Mistry, Essential Large Appliance",Appliances,Large Appliances,"Mistry,",5510.0,4839.22,10-25%,4.6,13,1665,2023-04-20,Standard,0.0997
PROD10351,Rai Deluxe Action Figure,Toys,Action Figures,Rai,430.0,291.84,30-45%,5.0,27,2664,2025-01-07,Standard,0.085
PROD10352,"Virk, Compact Wallet",Bags,Wallets,"Virk,",4590.0,3115.03,20-35%,4.3,0,1664,2025-07-07,Standard,0.0769
PROD10353,"Choudhury, Deluxe Bath & Body",Personal Care,Bath & Body,"Choudhury,",330.0,232.19,25-40%,4.0,26,2317,2025-12-02,Premium,0.0232
PROD10354,Ramakrishnan Signature Winter Wear,Fashion,Winter Wear,Ramakrishnan,2380.0,1351.61,25-40%,3.4,8,1323,2025-09-19,Standard,0.1459
PROD10355,Memon Everyday Fans & Cooler,Appliances,Fans & Coolers,Memon,5880.0,5178.81,20-35%,3.9,248,288,2025-12-06,Budget,0.0512
PROD10356,Lal Smart Cycling,Sports,Cycling,Lal,7210.0,4750.92,10-25%,4.2,41,1327,2024-02-03,Premium,0.0558
PROD10357,Keer Compact Men's Bottomwear,Fashion,Men's Bottomwear,Keer,3590.0,2056.51,20-35%,4.0,15,502,2023-03-09,Premium,0.1882
PROD10358,Barad-Singhal Smart Fragrance,Beauty,Fragrances,Barad-Singhal,350.0,210.98,5-20%,4.0,88,2671,2024-05-12,Budget,0.0575
PROD10359,"Solanki, Signature Snack",Grocery,Snacks,"Solanki,",1030.0,801.83,5-20%,3.5,13,2060,2025-03-28,Standard,0.0108
PROD10360,Narayanan Ultra Dairy,Grocery,Dairy,Narayanan,200.0,163.62,15-30%,4.4,45,67,2025-10-03,Standard,0.0091
PROD10361,Sood Basic Kitchen Appliance,Appliances,Kitchen Appliances,Sood,4320.0,3671.68,5-20%,4.0,69,231,2024-05-13,Standard,0.0732
PROD10362,"Mittal, Ultra Smart Watche",Watches,Smart Watches,"Mittal,",13860.0,10146.71,10-25%,4.1,108,24,2023-09-08,Standard,0.0934
PROD10363,Vaidya-D’Alia Premium Women's Casual,Footwear,Women's Casual,Vaidya-D’Alia,5470.0,3535.69,30-45%,4.2,46,1647,2024-11-26,Premium,0.1764
PROD10364,Sarin Signature Oral Care,Personal Care,Oral Care,Sarin,390.0,274.07,15-30%,3.9,24,1842,2023-12-23,Budget,0.0242
PROD10365,Bhatti-Kakar Everyday Travel Bag,Bags,Travel Bags,Bhatti-Kakar,360.0,243.93,10-25%,4.0,301,564,2024-04-08,Premium,0.108
PROD10366,Ghosh-Mitra Everyday Men's Topwear,Fashion,Men's Topwear,Ghosh-Mitra,330.0,201.73,30-45%,4.2,638,219,2023-08-08,Standard,0.1762
PROD10367,Apte-Contractor Ultra Men's Topwear,Fashion,Men's Topwear,Apte-Contractor,1140.0,664.33,25-40%,4.1,824,61,2023-09-21,Budget,0.1406
PROD10368,Pant-Kadakia Everyday Non-Fiction,Books,Non-Fiction,Pant-Kadakia,350.0,280.61,30-45%,4.3,134,1695,2025-04-09,Budget,0.0135
PROD10369,"Baral, Signature Office Furniture",Furniture,Office Furniture,"Baral,",3060.0,2454.8,20-35%,4.0,48,1128,2024-05-04,Standard,0.0836
PROD10370,"Loke, Smart Fragrance",Beauty,Fragrances,"Loke,",490.0,301.09,10-25%,4.0,130,1603,2024-02-02,Premium,0.0483
PROD10371,Sood Advanced Wallet,Bags,Wallets,Sood,920.0,568.26,15-30%,4.0,121,2317,2025-04-02,Standard,0.1175
PROD10372,Kala-Vaidya Premium Sandals & Flip Flop,Footwear,Sandals & Flip Flops,Kala-Vaidya,1890.0,1270.27,5-20%,3.4,123,854,2025-04-14,Standard,0.1459
PROD10373,"Khanna, Advanced Skincare",Beauty,Skincare,"Khanna,",180.0,107.63,25-40%,4.2,22,1709,2023-12-21,Premium,0.05
PROD10374,"Bhargava, Basic Board Game",Toys,Board Games,"Bhargava,",930.0,660.21,5-20%,4.5,218,1071,2024-05-18,Premium,0.1025
PROD10375,"Ray, Classic Cookware",Home & Kitchen,Cookware,"Ray,",210.0,165.22,0-15%,3.8,9,1070,2025-02-12,Standard,0.0739
PROD10376,Bhatti-Kakar Everyday Speaker,Electronics,Speakers,Bhatti-Kakar,5630.0,4829.39,0-15%,4.4,201,1838,2024-12-06,Standard,0.0856
PROD10377,Ramakrishnan Premium Pens & Pencil,Stationery,Pens & Pencils,Ramakrishnan,80.0,55.52,20-35%,3.8,10,2411,2024-03-27,Budget,0.0166
PROD10378,Grewal Premium Supplement,Health & Wellness,Supplements,Grewal,670.0,440.19,5-20%,4.4,83,282,2024-08-18,Standard,0.0307
PROD10379,Andra Smart Art Supplie,Stationery,Art Supplies,Andra,50.0,34.12,20-35%,4.4,238,481,2024-04-12,Premium,0.0178
PROD10380,"Yadav, Essential Storage",Furniture,Storage,"Yadav,",38970.0,31768.49,5-20%,3.9,151,337,2024-09-13,Exclusive,0.0658
PROD10381,"Sane, Signature Grooming",Personal Care,Grooming,"Sane,",1660.0,1144.83,20-35%,3.9,42,1798,2024-09-27,Standard,0.0335
PROD10382,Zacharia Pro Handbag,Bags,Handbags,Zacharia,700.0,444.4,20-35%,4.2,191,2375,2023-11-29,Premium,0.0942
PROD10383,"Mittal, Signature Educational Toy",Toys,Educational Toys,"Mittal,",520.0,372.08,5-20%,3.0,237,188,2024-07-03,Premium,0.0916
PROD10384,Gupta-Kumar Signature Non-Fiction,Books,Non-Fiction,Gupta-Kumar,530.0,432.76,15-30%,4.1,53,177,2025-04-24,Premium,0.0138
PROD10385,Narayanan Everyday Snack,Grocery,Snacks,Narayanan,420.0,350.11,30-45%,3.8,116,2175,2025-07-16,Budget,0.0094
PROD10386,Iyengar Deluxe Storage & Container,Home & Kitchen,Storage & Containers,Iyengar,370.0,252.6,10-25%,4.0,30,1738,2024-10-30,Standard,0.0672
PROD10387,"Chaudry, Everyday Winter Wear",Fashion,Winter Wear,"Chaudry,",1370.0,765.98,0-15%,3.8,135,2823,2025-04-19,Premium,0.1699
PROD10388,Gara-Chad Pro Men's Bottomwear,Fashion,Men's Bottomwear,Gara-Chad,870.0,481.56,5-20%,3.5,10,115,2025-11-25,Standard,0.1126
PROD10389,Gola Smart Charger,Mobile Accessories,Chargers,Gola,200.0,143.44,30-45%,4.0,46,128,2023-04-23,Premium,0.0518
PROD10390,Ramakrishnan Advanced Packaged Food,Grocery,Packaged Food,Ramakrishnan,470.0,392.08,5-20%,3.7,159,1568,2023-07-02,Standard,0.0122
PROD10391,Roy-Sibal Everyday Dairy,Grocery,Dairy,Roy-Sibal,50.0,42.85,30-45%,4.1,4,1669,2025-10-26,Standard,0.0116
PROD10392,Gandhi-Lanka Ultra Storage & Container,Home & Kitchen,Storage & Containers,Gandhi-Lanka,8430.0,5840.02,20-35%,3.5,1376,764,2023-03-13,Standard,0.069
PROD10393,Shanker-Dhar Essential Dairy,Grocery,Dairy,Shanker-Dhar,100.0,82.4,15-30%,4.3,221,2353,2025-08-07,Premium,0.0118
PROD10394,"Hayer, Smart Women's Western Wear",Fashion,Women's Western Wear,"Hayer,",410.0,235.07,25-40%,4.2,70,367,2023-07-24,Standard,0.0399
PROD10395,Gala Basic Kids Wear,Fashion,Kids Wear,Gala,400.0,223.95,5-20%,4.2,35,796,2023-01-19,Standard,0.2077
PROD10396,"Bala, Advanced Sports Shoe",Footwear,Sports Shoes,"Bala,",990.0,666.98,15-30%,4.0,42,2824,2024-03-29,Budget,0.1639
PROD10397,Borra Premium Smartwatche,Electronics,Smartwatches,Borra,49900.0,43696.7,10-25%,3.6,35,334,2023-03-07,Standard,0.0819
PROD10398,"Lalla, Signature Comic",Books,Comics,"Lalla,",270.0,200.46,20-35%,3.8,30,1594,2023-09-26,Budget,0.0164
PROD10399,Ray Essential Dairy,Grocery,Dairy,Ray,1790.0,1503.9,10-25%,3.2,86,2411,2024-01-04,Budget,0.0092
PROD10400,Karpe Advanced Board Game,Toys,Board Games,Karpe,1720.0,1220.11,5-20%,4.5,24,1198,2024-04-03,Budget,0.0892
PROD10401,Roy-Sibal Advanced Handbag,Bags,Handbags,Roy-Sibal,1200.0,765.21,10-25%,3.8,48,1207,2023-09-25,Standard,0.1132
PROD10402,Mutti Advanced Dinnerware,Home & Kitchen,Dinnerware,Mutti,1350.0,994.14,15-30%,3.5,51,2911,2023-02-27,Premium,0.0773
PROD10403,Chanda Deluxe Winter Wear,Fashion,Winter Wear,Chanda,2030.0,1192.8,0-15%,4.4,2161,2829,2023-01-23,Budget,0.0861
PROD10404,"Sami, Signature Wallet",Bags,Wallets,"Sami,",4380.0,2570.96,15-30%,4.0,14,1085,2024-10-31,Standard,0.0905
PROD10405,Dutta Classic Academic,Books,Academic,Dutta,220.0,173.44,20-35%,3.7,72,2672,2023-02-18,Budget,0.0236
PROD10406,Grewal Basic Storage & Container,Home & Kitchen,Storage & Containers,Grewal,380.0,284.26,30-45%,3.5,67,878,2023-02-20,Budget,0.0746
PROD10407,Naik Essential Sandals & Flip Flop,Footwear,Sandals & Flip Flops,Naik,550.0,340.91,25-40%,3.6,3,2101,2025-04-03,Budget,0.2211
PROD10408,Kala-Vaidya Smart Snack,Grocery,Snacks,Kala-Vaidya,940.0,829.37,30-45%,3.5,182,2604,2024-07-07,Premium,0.0104
PROD10409,Sarin Deluxe Kids Wear,Fashion,Kids Wear,Sarin,2390.0,1402.22,5-20%,4.6,32,954,2025-07-28,Standard,0.1658
PROD10410,"Bhagat, Everyday Cable",Mobile Accessories,Cables,"Bhagat,",800.0,563.74,10-25%,3.8,12,823,2023-10-11,Standard,0.045
PROD10411,"Baral, Classic Air Conditioner",Appliances,Air Conditioners,"Baral,",23190.0,17892.02,0-15%,4.2,153,1752,2023-05-06,Premium,0.1167
PROD10412,Pant-Kadakia Pro Home Decor,Home & Kitchen,Home Decor,Pant-Kadakia,11560.0,8986.6,30-45%,4.6,31,403,2023-11-21,Budget,0.1094
PROD10413,"Kade, Compact Bedroom",Furniture,Bedroom,"Kade,",2410.0,1993.08,20-35%,4.7,17,893,2025-04-30,Premium,0.1116
PROD10414,"Nair, Ultra Storage & Container",Home & Kitchen,Storage & Containers,"Nair,",1250.0,930.73,15-30%,3.2,94,668,2023-05-02,Standard,0.0443
PROD10415,Handa Compact Men's Topwear,Fashion,Men's Topwear,Handa,2460.0,1431.81,25-40%,4.4,43,2226,2023-04-16,Standard,0.2061
PROD10416,Barad-Singhal Smart Fiction,Books,Fiction,Barad-Singhal,920.0,675.98,25-40%,4.6,139,1554,2024-09-16,Standard,0.0225
PROD10417,Goda Ultra Air Conditioner,Appliances,Air Conditioners,Goda,2640.0,2282.55,20-35%,3.8,1326,684,2023-10-30,Standard,0.0838
PROD10418,Pingle Classic Grooming,Personal Care,Grooming,Pingle,1780.0,1130.66,10-25%,3.5,225,2924,2025-10-25,Budget,0.0245
PROD10419,Rastogi Premium Cable,Mobile Accessories,Cables,Rastogi,910.0,650.41,25-40%,3.7,100,2656,2025-08-10,Standard,0.0967
PROD10420,Karpe Advanced Travel Bag,Bags,Travel Bags,Karpe,700.0,415.94,20-35%,4.2,9,640,2024-11-06,Standard,0.0511
PROD10421,Mody-Kari Basic Smartphone,Electronics,Smartphones,Mody-Kari,44430.0,40062.84,0-15%,4.4,164,1063,2024-03-15,Standard,0.0845
PROD10422,"Lala, Classic Storage & Container",Home & Kitchen,Storage & Containers,"Lala,",590.0,453.28,15-30%,4.2,267,2510,2025-08-12,Standard,0.0952
PROD10423,Parmer Premium Diaper,Baby Care,Diapers,Parmer,1050.0,733.38,25-40%,4.3,7,2235,2025-10-03,Standard,0.0563
PROD10424,Vaidya-D’Alia Classic Beverage,Grocery,Beverages,Vaidya-D’Alia,160.0,131.54,0-15%,4.6,77,1507,2024-07-13,Budget,0.0125
PROD10425,"Khanna, Compact Men's Casual",Footwear,Men's Casual,"Khanna,",1080.0,636.57,0-15%,4.6,63,1987,2024-08-03,Standard,0.1319
PROD10426,D’Alia-Chhabra Everyday Cable,Mobile Accessories,Cables,D’Alia-Chhabra,650.0,466.76,5-20%,3.9,5,2648,2025-10-18,Budget,0.0416
PROD10427,Kala-Vaidya Ultra Phone Case,Mobile Accessories,Phone Cases,Kala-Vaidya,260.0,168.3,25-40%,4.0,13,1593,2024-10-27,Premium,0.0515
PROD10428,Setty Ultra Packaged Food,Grocery,Packaged Food,Setty,100.0,89.03,0-15%,3.5,24,833,2025-03-25,Budget,0.0109
PROD10429,Bhatti-Kakar Everyday Digital Watche,Watches,Digital Watches,Bhatti-Kakar,540.0,363.19,20-35%,4.6,172,1692,2024-11-08,Premium,0.1026
PROD10430,"Lala, Deluxe Medical Device",Health & Wellness,Medical Devices,"Lala,",240.0,167.56,30-45%,3.9,4,700,2025-06-08,Premium,0.0239
PROD10431,Palla Essential Cookware,Home & Kitchen,Cookware,Palla,3020.0,2077.36,30-45%,5.0,99,2708,2025-01-14,Standard,0.0609
PROD10432,Gola Essential Fans & Cooler,Appliances,Fans & Coolers,Gola,59070.0,51418.99,20-35%,3.9,133,2967,2023-10-02,Standard,0.0835
PROD10433,Bhatti-Kakar Advanced Storage & Container,Home & Kitchen,Storage & Containers,Bhatti-Kakar,1420.0,1095.01,10-25%,3.7,75,793,2024-12-16,Standard,0.062
PROD10434,Gara-Chad Advanced Ayurveda,Health & Wellness,Ayurveda,Gara-Chad,170.0,122.77,5-20%,3.6,210,2932,2023-08-26,Standard,0.0247
PROD10435,"Boase, Ultra Air Conditioner",Appliances,Air Conditioners,"Boase,",47490.0,38422.85,5-20%,3.7,196,676,2023-11-07,Premium,0.0976
PROD10436,"Sunder, Classic Men's Bottomwear",Fashion,Men's Bottomwear,"Sunder,",860.0,485.03,0-15%,4.4,63,1147,2023-11-30,Standard,0.1803
PROD10437,"Nair, Advanced Dairy",Grocery,Dairy,"Nair,",190.0,153.74,30-45%,4.3,152,2275,2025-05-08,Budget,0.0073
PROD10438,Wali-Nadig Premium Pens & Pencil,Stationery,Pens & Pencils,Wali-Nadig,490.0,351.23,25-40%,3.1,39,2651,2025-08-09,Premium,0.0159
PROD10439,Koshy Essential Backpack,Bags,Backpacks,Koshy,2730.0,1655.95,15-30%,3.3,131,998,2025-05-26,Standard,0.1064
PROD10440,Soman Essential Car Accessorie,Automotive Accessories,Car Accessories,Soman,340.0,262.26,0-15%,4.3,137,2793,2023-04-21,Standard,0.0818
PROD10441,Keer Essential Living Room,Furniture,Living Room,Keer,29570.0,21388.89,10-25%,4.1,37,991,2024-12-10,Standard,0.1427
PROD10442,Bhatt Essential Camera,Electronics,Cameras,Bhatt,44910.0,38088.9,25-40%,4.3,15,1121,2025-01-05,Premium,0.0682
PROD10443,"Yadav, Signature Yoga",Sports,Yoga,"Yadav,",340.0,232.37,10-25%,4.4,50,2197,2025-04-28,Budget,0.0534
PROD10444,Borra Pro Staple,Grocery,Staples,Borra,640.0,535.35,30-45%,4.1,84,367,2023-05-05,Standard,0.0083
PROD10445,Kala-Vaidya Deluxe Laptop,Electronics,Laptops,Kala-Vaidya,60410.0,54373.57,20-35%,4.1,171,1088,2024-12-22,Standard,0.0954
PROD10446,Dewan-Koshy Advanced Cable,Mobile Accessories,Cables,Dewan-Koshy,1370.0,945.14,0-15%,3.8,67,1774,2025-04-29,Budget,0.0754
PROD10447,Dutta Premium Backpack,Bags,Backpacks,Dutta,1980.0,1189.88,20-35%,3.7,2,1970,2024-12-13,Standard,0.1048
PROD10448,"Khanna, Signature Yoga",Sports,Yoga,"Khanna,",2440.0,1678.82,0-15%,4.2,15,2048,2023-12-06,Exclusive,0.085
PROD10449,Kaul Pro Storage & Container,Home & Kitchen,Storage & Containers,Kaul,5160.0,4007.99,15-30%,3.4,37,2295,2025-08-31,Budget,0.075
PROD10450,"Dash, Pro Ayurveda",Health & Wellness,Ayurveda,"Dash,",1520.0,994.52,25-40%,5.0,36,162,2024-01-03,Premium,0.0279
PROD10451,"Divan, Compact Winter Wear",Fashion,Winter Wear,"Divan,",1990.0,1094.37,10-25%,3.7,15,551,2025-03-02,Budget,0.137
PROD10452,Buch-Kaul Everyday Men's Topwear,Fashion,Men's Topwear,Buch-Kaul,940.0,575.81,20-35%,3.8,17,1504,2023-07-03,Standard,0.1407
PROD10453,"Chaudhry, Compact Home Decor",Home & Kitchen,Home Decor,"Chaudhry,",560.0,413.07,15-30%,4.5,56,2887,2025-05-10,Budget,0.0719
PROD10454,Shanker-Dhar Everyday Formal Shoe,Footwear,Formal Shoes,Shanker-Dhar,480.0,300.11,30-45%,4.4,108,225,2025-02-24,Standard,0.1891
PROD10455,Karpe Signature Packaged Food,Grocery,Packaged Food,Karpe,240.0,209.89,10-25%,3.6,116,1907,2024-12-09,Standard,0.0118
PROD10456,Salvi Deluxe Supplement,Health & Wellness,Supplements,Salvi,200.0,144.22,15-30%,4.1,16,2436,2023-08-05,Budget,0.0327
PROD10457,Ahuja-Dutta Premium Fragrance,Beauty,Fragrances,Ahuja-Dutta,160.0,103.36,20-35%,4.8,69,1741,2023-07-03,Exclusive,0.0263
PROD10458,Behl-Chanda Ultra Women's Western Wear,Fashion,Women's Western Wear,Behl-Chanda,4870.0,2672.49,0-15%,3.9,146,954,2024-01-20,Standard,0.1558
PROD10459,"Saraf, Basic Men's Casual",Footwear,Men's Casual,"Saraf,",4470.0,2663.41,10-25%,3.9,68,624,2024-02-14,Standard,0.1424
PROD10460,Patla-Gaba Classic Percussion,Musical Instruments,Percussion,Patla-Gaba,23730.0,17817.26,5-20%,4.1,3,404,2023-03-19,Premium,0.0727
PROD10461,"Yadav, Classic Men's Bottomwear",Fashion,Men's Bottomwear,"Yadav,",660.0,384.98,0-15%,4.5,27,1009,2024-04-06,Exclusive,0.143
PROD10462,Borra Signature Printer,Office Supplies,Printers,Borra,330.0,251.19,25-40%,3.8,117,845,2023-05-23,Premium,0.0248
PROD10463,Varma-Nayak Basic Bedding,Home & Kitchen,Bedding,Varma-Nayak,820.0,588.07,25-40%,4.3,28,885,2025-11-03,Standard,0.0666
PROD10464,"Mittal, Signature Air Conditioner",Appliances,Air Conditioners,"Mittal,",26230.0,21311.34,10-25%,3.7,60,2794,2024-06-18,Exclusive,0.0787
PROD10465,Barad-Singhal Compact Board Game,Toys,Board Games,Barad-Singhal,3390.0,2212.47,20-35%,4.1,63,509,2023-05-29,Standard,0.0513
PROD10466,"Krish, Classic Camera",Electronics,Cameras,"Krish,",6110.0,5631.18,20-35%,4.0,69,549,2024-03-10,Budget,0.075
PROD10467,"Yohannan, Advanced Electronic Instrument",Musical Instruments,Electronic Instruments,"Yohannan,",3140.0,2635.1,10-25%,3.5,99,2187,2024-10-27,Budget,0.0738
PROD10468,Bhatt Ultra Cycling,Sports,Cycling,Bhatt,8250.0,5463.01,30-45%,4.0,42,398,2023-02-11,Standard,0.0685
PROD10469,"Bhargava, Ultra Home Decor",Home & Kitchen,Home Decor,"Bhargava,",250.0,194.5,20-35%,4.2,744,1032,2023-03-16,Standard,0.0584
PROD10470,Barad-Singhal Ultra Sports Shoe,Footwear,Sports Shoes,Barad-Singhal,590.0,356.19,0-15%,4.7,79,1871,2025-11-13,Standard,0.1935
PROD10471,Mutti Smart Children's Book,Books,Children's Books,Mutti,100.0,82.94,30-45%,3.5,61,2532,2024-10-09,Premium,0.0205
PROD10472,"Bhat, Advanced Home Decor",Home & Kitchen,Home Decor,"Bhat,",2920.0,2102.27,5-20%,3.7,64,2852,2023-12-24,Standard,0.0706
PROD10473,Pingle Pro Men's Bottomwear,Fashion,Men's Bottomwear,Pingle,2460.0,1366.19,0-15%,4.2,74,1593,2025-08-18,Standard,0.1658
PROD10474,Boase-Mallick Classic Tablet,Electronics,Tablets,Boase-Mallick,35550.0,32197.34,5-20%,4.1,5,1644,2024-03-19,Standard,0.0583
PROD10475,"Konda, Classic Notebook",Stationery,Notebooks,"Konda,",560.0,386.18,20-35%,3.7,11,552,2025-03-27,Standard,0.0157
PROD10476,Mutti Basic Fragrance,Beauty,Fragrances,Mutti,900.0,601.19,0-15%,4.3,17,1107,2025-04-11,Standard,0.0624
PROD10477,Dutta Compact Board Game,Toys,Board Games,Dutta,450.0,289.75,25-40%,4.2,49,312,2025-09-18,Standard,0.1007
PROD10478,"Shetty, Compact Living Room",Furniture,Living Room,"Shetty,",13740.0,10972.68,30-45%,3.8,10,2181,2023-03-31,Standard,0.114
PROD10479,"Bir, Advanced Grooming",Personal Care,Grooming,"Bir,",750.0,497.61,20-35%,4.1,41,869,2025-12-11,Budget,0.0372
PROD10480,"Sane, Smart Supplement",Health & Wellness,Supplements,"Sane,",210.0,147.22,25-40%,,20,2873,2023-02-19,Standard,0.0256
PROD10481,"Dash, Deluxe Sandals & Flip Flop",Footwear,Sandals & Flip Flops,"Dash,",5060.0,3159.59,30-45%,4.2,329,1450,2024-01-05,Budget,0.1844
PROD10482,"Mital, Classic Art Supplie",Stationery,Art Supplies,"Mital,",200.0,154.98,10-25%,3.4,54,443,2023-02-23,Standard,0.0189
PROD10483,Boase-Narayanan Essential Cycling,Sports,Cycling,Boase-Narayanan,9280.0,6094.21,20-35%,4.1,127,1805,2025-09-01,Standard,0.0609
PROD10484,Lal Essential Laptop,Electronics,Laptops,Lal,4060.0,3441.83,20-35%,4.4,212,2888,2023-10-12,Standard,0.0628
PROD10485,Randhawa-Deep Compact Analog Watche,Watches,Analog Watches,Randhawa-Deep,2890.0,1996.82,0-15%,3.6,68,849,2023-06-12,Budget,0.1134
PROD10486,"Yohannan, Deluxe Yoga",Sports,Yoga,"Yohannan,",480.0,317.74,20-35%,3.9,24,2216,2023-02-25,Budget,0.0485
PROD10487,Amble Ultra Bedding,Home & Kitchen,Bedding,Amble,2720.0,1841.23,20-35%,4.0,11,2957,2024-01-31,Standard,0.0726
PROD10488,Kar-Issac Premium Kids Wear,Fashion,Kids Wear,Kar-Issac,1990.0,1192.86,20-35%,3.6,1214,1002,2024-08-18,Standard,0.1655
PROD10489,"Sen, Premium Packaged Food",Grocery,Packaged Food,"Sen,",580.0,460.7,15-30%,3.9,91,2704,2025-08-23,Standard,0.0096
PROD10490,Mallick Basic Handbag,Bags,Handbags,Mallick,1110.0,683.71,30-45%,3.9,171,947,2024-01-26,Premium,0.1379
PROD10491,"Baral, Smart Office Furniture",Furniture,Office Furniture,"Baral,",4240.0,3123.65,20-35%,3.9,33,1650,2024-09-13,Standard,0.1081
PROD10492,Khatri-Bhardwaj Pro Smartphone,Electronics,Smartphones,Khatri-Bhardwaj,14700.0,12482.42,15-30%,3.8,18,1994,2024-05-27,Budget,0.0703
PROD10493,Behl-Chanda Classic Medical Device,Health & Wellness,Medical Devices,Behl-Chanda,680.0,506.65,5-20%,3.4,17,1367,2025-09-10,Budget,0.0313
PROD10494,Ahuja-Dutta Classic Women's Ethnic Wear,Fashion,Women's Ethnic Wear,Ahuja-Dutta,2370.0,1336.25,5-20%,4.0,16,1199,2023-03-06,Budget,0.1397
PROD10495,Acharya-Modi Essential Digital Watche,Watches,Digital Watches,Acharya-Modi,11080.0,7466.35,15-30%,4.1,25,573,2024-12-17,Standard,0.0851
PROD10496,"Divan, Everyday Ayurveda",Health & Wellness,Ayurveda,"Divan,",250.0,163.65,5-20%,4.1,67,176,2025-12-20,Standard,0.0415
PROD10497,"Lall, Smart Yoga",Sports,Yoga,"Lall,",850.0,560.06,30-45%,5.0,17,2073,2024-02-04,Premium,0.0624
PROD10498,Grewal Signature Men's Bottomwear,Fashion,Men's Bottomwear,Grewal,2710.0,1651.44,5-20%,4.1,179,68,2024-05-17,Premium,0.1214
PROD10499,"Konda, Premium Bedding",Home & Kitchen,Bedding,"Konda,",310.0,217.71,0-15%,3.9,650,1940,2025-12-14,Standard,0.0682
PROD10500,"Lall, Signature Women's Ethnic Wear",Fashion,Women's Ethnic Wear,"Lall,",1160.0,637.32,20-35%,4.1,27,961,2024-09-08,Budget,0.1197
PROD10501,"Loke, Deluxe Smartphone",Electronics,Smartphones,"Loke,",45990.0,41991.63,5-20%,3.3,127,696,2023-03-17,Budget,0.0605
PROD10502,Morar Everyday Women's Western Wear,Fashion,Women's Western Wear,Morar,1920.0,1088.85,20-35%,3.7,11,2072,2025-07-14,Standard,0.1809
PROD10503,Gola Ultra Kids Wear,Fashion,Kids Wear,Gola,1150.0,707.9,25-40%,4.2,172,2902,2024-05-22,Premium,0.1665
PROD10504,Bhatt Compact Bath & Body,Personal Care,Bath & Body,Bhatt,1080.0,707.04,30-45%,4.2,26,772,2023-10-02,Standard,0.0311
PROD10505,Murthy Ultra Men's Topwear,Fashion,Men's Topwear,Murthy,1380.0,815.63,0-15%,3.9,55,1040,2023-05-07,Premium,0.1065
PROD10506,Chander Advanced Oral Care,Personal Care,Oral Care,Chander,420.0,272.49,0-15%,4.2,87,2517,2024-01-29,Budget,0.0257
PROD10507,"Lanka, Compact Packaged Food",Grocery,Packaged Food,"Lanka,",940.0,814.25,10-25%,4.5,55,630,2023-07-31,Exclusive,0.0141
PROD10508,Parmer Essential Yoga,Sports,Yoga,Parmer,610.0,399.08,10-25%,4.2,165,429,2025-02-24,Standard,0.0481
PROD10509,Thaman-Sandhu Premium Home Decor,Home & Kitchen,Home Decor,Thaman-Sandhu,1070.0,817.83,5-20%,3.7,404,1972,2023-06-18,Standard,0.08
PROD10510,"Iyer, Deluxe Supplement",Health & Wellness,Supplements,"Iyer,",1150.0,752.18,20-35%,3.7,1107,2987,2024-09-09,Budget,0.0316
PROD10511,Sidhu-Wadhwa Deluxe Makeup,Beauty,Makeup,Sidhu-Wadhwa,230.0,149.88,25-40%,4.0,146,888,2024-01-18,Standard,0.0556
PROD10512,Grewal Classic Ayurveda,Health & Wellness,Ayurveda,Grewal,880.0,591.05,20-35%,4.1,185,749,2025-05-14,Budget,0.0285
PROD10513,Gupta-Kumar Basic Cookware,Home & Kitchen,Cookware,Gupta-Kumar,460.0,351.22,5-20%,3.6,33,1593,2024-12-26,Budget,0.0663
PROD10514,Naik Pro Smartwatche,Electronics,Smartwatches,Naik,7190.0,5836.24,15-30%,3.3,3,2209,2023-10-08,Standard,0.1098
PROD10515,Kade-Sani Basic Sandals & Flip Flop,Footwear,Sandals & Flip Flops,Kade-Sani,5720.0,3740.71,10-25%,3.0,26,1148,2025-09-30,Standard,0.2595
PROD10516,Sarin Compact Oral Care,Personal Care,Oral Care,Sarin,160.0,103.18,5-20%,4.2,9,2274,2025-03-18,Budget,0.0198
PROD10517,"Mital, Classic Speaker",Electronics,Speakers,"Mital,",17290.0,15807.3,0-15%,3.7,31,1545,2024-11-30,Standard,0.0629
PROD10518,Chanda Ultra Dairy,Grocery,Dairy,Chanda,1980.0,1633.02,20-35%,5.0,77,1243,2024-09-17,Standard,0.0059
PROD10519,Iyengar Classic Oral Care,Personal Care,Oral Care,Iyengar,130.0,86.77,10-25%,3.9,26,1924,2024-09-30,Premium,0.0349
PROD10520,Kohli-Divan Ultra Travel Bag,Bags,Travel Bags,Kohli-Divan,670.0,405.4,10-25%,3.9,41,1249,2025-09-19,Standard,0.109
PROD10521,Nath Basic Camera,Electronics,Cameras,Nath,12500.0,9936.17,10-25%,4.4,180,2767,2025-06-21,Premium,0.0718
PROD10522,Kala-Rattan Classic Dairy,Grocery,Dairy,Kala-Rattan,330.0,271.93,15-30%,4.5,53,2567,2025-02-25,Budget,0.0099
